sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point,category,subcategory,unit_cost,list_price,forecast_units_fwd,safety_stock,reorder_point_calc,stockout_risk,overstock_risk,eoq,inventory_turnover,days_of_inventory,sales_at_risk_rupees,capital_locked_rupees,revenue_at_stake_rupees,risk_quadrant,recommended_action,priority_score,reorder_qty,recommendation_details
NBL-1039,50.0,290.0,10,251.0,Furnishings,Chairs,165.55,325.86,1290.7954284033124,63.48440603357418,508.4948310924123,0.33135996826247105,0.0,811.0,0.8527131782945736,13.075113122171945,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1038,116.0,210.0,10,182.0,Small Appliances,Air Purifiers,121.42,335.51,767.0844056345883,61.253340451280025,321.5391053516747,0.0,0.0,704.0,0.5354330708661418,14.027613412228796,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1037,417.0,0.0,28,361.0,Decor,Wall Art,32.12,79.87,1112.1646125018099,71.670889111963,821.2137844930235,0.4922150506065421,0.0,1593.0,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1043,353.0,0.0,28,190.0,Decor,Rugs,161.37,451.48,321.5120696050118,29.097290988288638,250.60936059330044,0.0,0.08920093596313941,380.0,0.2215909090909091,10.95111111111111,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1052,366.0,0.0,7,317.0,Decor,Lighting,135.11,244.51,3470.0957043087146,166.35219913064722,719.3521991306473,0.49120889538904733,0.0,1388.0,1.7377049180327868,24.028135990621337,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1053,207.0,0.0,7,180.0,Small Appliances,Air Purifiers,76.38,158.99,1741.2325352311013,87.02680121580406,391.0268012158041,0.4706245214998483,0.0,1321.0,1.7053140096618358,14.293464858199753,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1054,863.0,1111.0,21,963.0,Furnishings,Tables,172.37,354.79,2124.2239464225527,152.06103795301058,1322.5940933785637,0.0,0.0,928.0,0.31105807478122516,93.23443708609271,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1069,724.0,0.0,28,627.0,Furnishings,Tables,79.6,133.63,1769.4655622741418,183.66303613866205,1374.7634674159403,0.47336395157425953,0.0,1229.0,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1068,0.0,59.0,10,51.0,Small Appliances,Air Purifiers,39.22,77.61,302.31968491484537,25.666280314177687,137.17318322485778,0.5698867766064326,0.0,821.0,1.1176470588235294,3.71875,218768.0534413915,0.0,218768.0534413915,Reorder Now,Raise a replenishment order before stock runs out.,3.04318734467918,821.0,Replenish NBL-1068 immediately. Recommended order size: 821 units (EOQ: 821). Delay puts ₹2.19 Lakh in sales at risk.
NBL-1067,160.0,0.0,28,110.0,Decor,Vases,94.78,284.34,47.95502025635984,5.396205772085965,37.10962033704904,0.0,0.7002811233977511,106.0,0.018518518518518517,11.425692695214106,0.0,10619.623180102215,10619.623180102215,Markdown / Clear,Promote or discount to free up capital.,2.819436845203653,0.0,"Markdown candidate. Excess stock on hand is locking ₹10,619.62 in capital. Recommend a promo or 15-25% markdown to clear excess before holding costs erode margin."
NBL-1066,1307.0,0.0,28,1196.0,Furnishings,Storage,109.68,294.95,1500.220051434438,189.71020810538755,1207.5668008659682,0.0,0.0,1100.0,0.19963144963144963,114.1026282853567,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1065,1.0,115.0,10,100.0,Small Appliances,Blenders,11.64,19.66,513.3886232152798,33.183002394976626,213.28806074774187,0.45613458346740526,0.0,1918.0,0.9797979797979798,6.93,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1064,102.0,0.0,28,88.0,Decor,Vases,36.47,74.97,182.5556135054941,31.15804366028706,153.96571533164757,0.33751485010615245,0.0,620.0,3.076923076923077,0.8824242424242424,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1063,0.0,578.0,10,501.0,Furnishings,Tables,149.84,314.14,3268.00713086186,140.46343669303778,1224.1746834184644,0.5278451614552626,0.0,1254.0,1.003717472118959,35.23742690058479,0.0,0.0,0.0,Reorder Now,Raise a replenishment order before stock runs out.,0.0,1254.0,"Replenish NBL-1063 immediately. Recommended order size: 1,254 units (EOQ: 1,254). Delay puts ₹0.00 in sales at risk."
NBL-1062,599.0,883.0,21,765.0,Small Appliances,Heaters,148.45,262.53,1482.1271157242272,102.11344276083629,872.1800433799704,0.0,0.0,925.0,0.29152148664343785,52.52287581699346,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1061,1663.0,0.0,28,1399.0,Decor,Vases,86.07,171.84,1658.0636937442196,151.56509677363056,1265.8199310934547,0.0,0.002968314044365867,1328.0,0.13933161953727508,114.77344573234983,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1060,140.0,832.0,21,721.0,Furnishings,Chairs,72.36,165.08,1939.220687468564,185.84547228099734,1199.3981531892796,0.18959354955200886,0.0,1465.0,0.7139959432048681,29.464247598719314,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1059,554.0,0.0,14,459.0,Small Appliances,Blenders,112.23,335.39,1077.3284907136238,53.9576137427155,420.00085581710766,0.0,0.0,960.0,0.25133689839572193,43.05035971223022,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1058,329.0,0.0,10,256.0,Decor,Lighting,150.66,433.13,1009.3173890943611,82.11368350295483,426.2988282063431,0.22824089997087013,0.0,757.0,0.3783783783783784,28.495088408644403,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1057,126.0,0.0,7,109.0,Furnishings,Chairs,88.39,252.41,1080.676931066922,50.74282791719452,239.23208723037,0.47331479878504956,0.0,999.0,1.5238095238095237,6.8108108108108105,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1056,51.0,0.0,7,44.0,Small Appliances,Kettles,174.19,444.82,404.8777468730899,25.938114445928814,99.04634302443759,0.4850895202923663,0.0,431.0,1.8431372549019607,2.659217877094972,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1055,389.0,0.0,14,337.0,Decor,Rugs,103.49,270.56,1561.3554842121227,103.72525795404248,652.685010457564,0.40400040790381864,0.0,1087.0,2.5419847328244276,6.313253012048193,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1036,658.0,0.0,7,327.0,Furnishings,Tables,83.49,136.47,1717.2290765267285,88.15053016213058,383.463635803254,0.0,0.0,1337.0,0.5445859872611465,29.01650165016502,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1070,9.0,407.0,21,353.0,Decor,Vases,25.49,74.78,1086.4186091773008,55.27934861308224,611.6061173819592,0.3198236770738504,0.0,1892.0,0.9689119170984456,8.37829457364341,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1035,0.0,306.0,10,266.0,Small Appliances,Kettles,89.44,181.31,1673.4684706554942,102.15601144210197,669.6700316369838,0.5430585429483917,0.0,1188.0,1.032846715328467,11.062725306416727,0.0,0.0,0.0,Reorder Now,Raise a replenishment order before stock runs out.,0.0,1188.0,"Replenish NBL-1035 immediately. Recommended order size: 1,188 units (EOQ: 1,188). Delay puts ₹0.00 in sales at risk."
NBL-1033,659.0,0.0,14,571.0,Furnishings,Chairs,172.87,409.99,3517.252038524612,239.43601847967585,1427.453158470196,0.5383386165145683,0.0,1174.0,0.0,0.0,34218.69710967299,0.0,34218.69710967299,Reorder Now,Raise a replenishment order before stock runs out.,2.440975955478805,1174.0,"Replenish NBL-1033 immediately. Recommended order size: 1,174 units (EOQ: 1,174). Delay puts ₹34,218.70 in sales at risk."
NBL-1013,46.0,90.0,10,78.0,Decor,Vases,129.29,368.37,227.35421589398499,19.469345316146036,104.03692222747698,0.0,0.0,414.0,0.5339805825242718,3.9561042524005487,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1012,408.0,0.0,14,244.0,Furnishings,Tables,42.38,68.31,768.2622824290672,33.41004748972221,291.3557441987846,0.0,0.0,1266.0,0.46511627906976744,9.2674791533034,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1011,176.0,0.0,7,153.0,Small Appliances,Blenders,74.65,153.88,1283.6650739340557,44.37604285638632,265.72348519893455,0.33765734004189674,0.0,1175.0,1.3693181818181819,6.245880861850444,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1010,107.0,781.0,21,677.0,Decor,Wall Art,128.45,269.72,1746.7270502752745,123.9083520434456,1031.3865365961517,0.13902308349822481,0.0,1090.0,0.7592190889370932,15.955500618046973,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1009,136.0,0.0,7,126.0,Furnishings,Tables,47.03,125.65,749.8408821319176,55.874112977456505,181.3380255100212,0.25001940647862464,0.0,1099.0,0.448,8.428657435279952,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1008,118.0,0.0,7,103.0,Small Appliances,Air Purifiers,88.76,168.92,844.6996869958185,32.289174250185894,175.87997499046662,0.32908791915397956,0.0,906.0,1.423728813559322,4.529129540781358,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1014,342.0,497.0,21,431.0,Small Appliances,Air Purifiers,32.05,57.15,1064.7490821976082,86.89219337951499,633.1270827455492,0.0,0.0,1600.0,0.26988265971316816,28.50165892501659,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1007,0.0,448.0,10,388.0,Decor,Wall Art,136.1,428.44,2061.430066196247,80.14216257222128,816.9732772546082,0.4516344506328551,0.0,1180.0,2.3854166666666665,12.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1005,116.0,0.0,14,56.0,Small Appliances,Kettles,68.98,217.5,83.10555258668931,18.51971872082868,51.19269252865297,0.0,0.2835728225285404,388.0,0.18181818181818182,3.0363524337646335,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1004,404.0,0.0,7,350.0,Decor,Wall Art,18.98,55.5,2520.6497811458853,152.04390765756554,594.1600316654069,0.32004850802972373,0.0,3212.0,1.0495049504950495,14.94319682959049,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1003,354.0,0.0,14,307.0,Furnishings,Storage,149.51,345.29,1376.3907255930546,104.67246867456305,575.4807462928006,0.38486213086981846,0.0,861.0,5.362068965517241,1.1772381297571584,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1002,799.0,0.0,14,693.0,Small Appliances,Air Purifiers,85.47,187.46,4465.684252535564,240.88989880705043,1762.4840690540566,0.5466625690246202,0.0,1997.0,0.9724655819774718,22.15049504950495,31706.19,0.0,31706.19,Reorder Now,Raise a replenishment order before stock runs out.,2.4606144619689028,1997.0,"Replenish NBL-1002 immediately. Recommended order size: 1,997 units (EOQ: 1,997). Delay puts ₹31,706.19 in sales at risk."
NBL-1001,1162.0,0.0,14,646.0,Decor,Wall Art,175.81,495.4,1498.211966869097,119.62341649180968,647.5965389380692,0.0,0.0,928.0,0.284,57.02647657841141,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1000,414.0,0.0,7,359.0,Furnishings,Sofas,83.49,248.28,2516.267167770137,135.2286534874929,573.409681357998,0.278003121573515,0.0,1581.0,1.0458937198067633,22.50873786407767,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1006,694.0,0.0,28,601.0,Furnishings,Tables,41.48,97.34,1701.1322978921198,168.53352607943012,1307.8312137600446,0.4693504844522451,0.0,1575.0,4.328571428571428,1.7753623188405796,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1015,71.0,0.0,7,61.0,Furnishings,Tables,105.22,297.14,587.9816470619766,30.240415718986768,137.4737441307343,0.48353774425114465,0.0,673.0,1.8309859154929577,2.088235294117647,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1016,61.0,0.0,7,53.0,Decor,Lighting,104.18,217.35,449.8620396380931,24.024966744424574,98.78922815912212,0.38252377170367324,0.0,613.0,1.3770491803278688,1.8893805309734515,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1017,120.0,0.0,14,104.0,Small Appliances,Blenders,78.27,232.11,715.5732184400133,38.96397024566369,271.5882919247244,0.5581547380059366,0.0,766.0,0.0,0.0,15772.913943238627,0.0,15772.913943238627,Reorder Now,Raise a replenishment order before stock runs out.,2.3430998034480224,766.0,"Replenish NBL-1017 immediately. Recommended order size: 766 units (EOQ: 766). Delay puts ₹15,772.91 in sales at risk."
NBL-1032,448.0,0.0,10,415.0,Small Appliances,Blenders,107.94,232.61,445.38878853134736,26.472589303194052,179.67681209394578,0.0,0.0058285970282425026,570.0,0.14800759013282733,10.406205923836389,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1031,459.0,0.0,14,398.0,Decor,Lighting,25.79,65.51,1865.7026094248833,84.94525834175484,747.9217238575742,0.38629941428548903,0.0,2464.0,4.0777777777777775,1.8280739934711645,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1030,82.0,774.0,21,671.0,Furnishings,Storage,15.16,36.24,1716.5302016742287,120.11959398688656,1002.3549046348022,0.14601106250697216,0.0,3090.0,0.8687782805429864,9.232375979112271,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1029,160.0,0.0,7,139.0,Small Appliances,Heaters,108.46,286.31,972.7481035232581,57.990135211242446,219.31029451151073,0.27044008419038335,0.0,841.0,1.0292397660818713,3.460787856884713,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1028,212.0,0.0,14,183.0,Decor,Wall Art,138.47,380.95,861.3327858762719,45.8052833164911,348.1281092170665,0.3910287782368853,0.0,716.0,2.725806451612903,1.2892684738210174,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1027,294.0,398.0,21,345.0,Furnishings,Chairs,60.62,153.17,479.90769219954154,38.37711563004223,279.6192054895166,0.0,0.0,882.0,0.1940700808625337,7.872679045092839,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1026,522.0,0.0,28,452.0,Small Appliances,Heaters,24.58,74.83,1408.8162465315274,102.07371908013292,1025.0999490031597,0.49078136184904736,0.0,1930.0,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1025,1493.0,0.0,28,1294.0,Decor,Vases,141.95,389.94,3223.422030341915,190.94493357346178,2348.529694676955,0.36428310726325935,0.0,1254.0,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1024,75.0,1120.0,21,970.0,Furnishings,Sofas,164.28,446.76,2849.1801290431504,158.25560433758838,1652.4230876206582,0.27681959363041014,0.0,1215.0,0.8925318761384335,11.204081632653061,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1023,165.0,0.0,7,143.0,Small Appliances,Kettles,116.41,253.65,1243.8715063487064,45.7371216331127,247.62579015575412,0.33367198991584573,0.0,961.0,1.4484848484848485,3.3225458468176914,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1022,0.0,494.0,10,428.0,Decor,Vases,127.77,295.64,3554.9037293475444,221.2843279856908,1455.2655667943484,0.6605430573828661,0.0,1427.0,1.3986784140969164,9.151907847372211,4075.060734897881,0.0,4075.060734897881,Reorder Now,Raise a replenishment order before stock runs out.,2.3847193945534952,1427.0,"Replenish NBL-1022 immediately. Recommended order size: 1,427 units (EOQ: 1,427). Delay puts ₹4,075.06 in sales at risk."
NBL-1021,0.0,525.0,10,455.0,Furnishings,Storage,87.44,162.47,3424.358457716816,113.6430992662402,1280.8868687386087,0.5901277366384361,0.0,1750.0,1.334811529933481,9.154041319318592,62418.63063158271,0.0,62418.63063158271,Reorder Now,Raise a replenishment order before stock runs out.,2.8298520429041547,1750.0,"Replenish NBL-1021 immediately. Recommended order size: 1,750 units (EOQ: 1,750). Delay puts ₹62,418.63 in sales at risk."
NBL-1020,1585.0,0.0,28,1373.0,Small Appliances,Air Purifiers,36.72,60.09,3251.8511154814355,303.09513725141557,2469.29115004934,0.3581153846648139,0.0,2537.0,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1019,201.0,0.0,14,131.0,Decor,Wall Art,142.83,380.34,400.14200078859744,50.689655211958645,191.20088427147832,0.0,0.0,494.0,0.6258992805755396,2.780993211861379,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1018,1179.0,0.0,21,975.0,Furnishings,Sofas,56.4,116.73,2127.401634758507,233.69331659616262,1333.0833376451856,0.11558417489289519,0.0,1748.0,0.24171539961013644,31.615553925165077,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1034,0.0,419.0,10,363.0,Decor,Wall Art,91.71,218.74,3729.5276021990176,273.3685750594817,1612.3778691705747,0.7401353565987988,0.0,1628.0,2.116809116809117,7.226470588235294,0.0,0.0,0.0,Reorder Now,Raise a replenishment order before stock runs out.,0.0,1628.0,"Replenish NBL-1034 immediately. Recommended order size: 1,628 units (EOQ: 1,628). Delay puts ₹0.00 in sales at risk."
NBL-1071,630.0,0.0,14,511.0,Small Appliances,Heaters,153.09,466.04,933.741938393173,70.2663453133001,388.18622994051714,0.0,0.0,829.0,0.18532818532818532,16.10362694300518,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1072,251.0,0.0,28,187.0,Furnishings,Sofas,142.07,373.36,226.30110357471847,23.85339033215539,179.87932334441183,0.0,0.09840197778996626,402.0,0.5609756097560976,1.7153530070974972,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1073,1152.0,0.0,21,906.0,Decor,Vases,100.2,242.76,1586.7699203720172,206.045919918094,1029.1945843533367,0.0,0.0,1167.0,0.2137883008356546,29.695716395864107,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
NBL-1126,174.0,0.0,7,151.0,Furnishings,Tables,135.74,220.37,1401.4017061376983,67.13989001484639,304.0929540718939,0.4278065385268257,0.0,907.0,1.4885057471264367,3.60755275823769,0.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,Healthy inventory levels. No action required. On hand covers forward demand and safety stock is within limits.
