date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-08-30,NBL-1001,916.0,0.0,14,646.0
2025-09-06,NBL-1001,1325.0,0.0,14,646.0
2025-09-13,NBL-1001,966.0,0.0,14,646.0
2025-09-20,NBL-1001,1360.0,0.0,14,646.0
2025-09-27,NBL-1001,1066.0,0.0,14,646.0
2025-10-04,NBL-1001,794.0,0.0,14,646.0
2025-10-11,NBL-1001,484.0,746.0,14,646.0
2025-10-18,NBL-1001,951.0,0.0,14,646.0
2025-10-25,NBL-1001,667.0,0.0,14,646.0
2025-11-01,NBL-1001,1097.0,0.0,14,646.0
2025-11-08,NBL-1001,784.0,0.0,14,646.0
2025-11-15,NBL-1001,1235.0,0.0,14,646.0
2025-11-22,NBL-1001,955.0,0.0,14,646.0
2025-11-29,NBL-1001,690.0,0.0,14,646.0
2025-12-06,NBL-1001,437.0,746.0,14,646.0
2025-12-13,NBL-1001,887.0,0.0,14,646.0
2025-12-20,NBL-1001,596.0,746.0,14,646.0
2025-12-27,NBL-1001,1109.0,0.0,14,646.0
2026-01-03,NBL-1001,958.0,0.0,14,646.0
2026-01-10,NBL-1001,716.0,0.0,14,646.0
2026-01-17,NBL-1001,495.0,746.0,14,646.0
2026-01-24,NBL-1001,968.0,0.0,14,646.0
2026-01-31,NBL-1001,755.0,0.0,14,646.0
2026-02-07,NBL-1001,1247.0,0.0,14,646.0
2026-02-14,NBL-1001,1003.0,0.0,14,646.0
2026-02-21,NBL-1001,757.0,0.0,14,646.0
2026-02-28,NBL-1001,496.0,746.0,14,646.0
2026-03-07,NBL-1001,993.0,0.0,14,646.0
2026-03-14,NBL-1001,702.0,0.0,14,646.0
2026-03-21,NBL-1001,1168.0,0.0,14,646.0
2026-03-28,NBL-1001,950.0,0.0,14,646.0
2026-04-04,NBL-1001,775.0,0.0,14,646.0
2026-04-11,NBL-1001,485.0,746.0,14,646.0
2026-04-18,NBL-1001,941.0,0.0,14,646.0
2026-04-25,NBL-1001,711.0,0.0,14,646.0
2026-05-02,NBL-1001,1145.0,0.0,14,646.0
2026-05-09,NBL-1001,843.0,0.0,14,646.0
2026-05-16,NBL-1001,1311.0,0.0,14,646.0
2026-05-23,NBL-1001,1006.0,0.0,14,646.0
2026-05-30,NBL-1001,710.0,0.0,14,646.0
2026-06-06,NBL-1001,473.0,746.0,14,646.0
2026-06-13,NBL-1001,922.0,0.0,14,646.0
2026-06-20,NBL-1001,593.0,746.0,14,646.0
2026-06-27,NBL-1001,1000.0,0.0,14,646.0
2026-07-04,NBL-1001,699.0,0.0,14,646.0
2026-07-11,NBL-1001,1162.0,0.0,14,646.0
2024-07-13,NBL-1002,1012.0,0.0,14,693.0
2024-07-20,NBL-1002,587.0,799.0,14,693.0
2024-07-27,NBL-1002,943.0,0.0,14,693.0
2024-08-03,NBL-1002,481.0,799.0,14,693.0
2024-08-10,NBL-1002,799.0,0.0,14,693.0
2024-08-17,NBL-1002,420.0,799.0,14,693.0
2024-08-24,NBL-1002,799.0,0.0,14,693.0
2024-08-31,NBL-1002,321.0,799.0,14,693.0
2024-09-07,NBL-1002,799.0,0.0,14,693.0
2024-09-14,NBL-1002,293.0,799.0,14,693.0
2024-09-21,NBL-1002,799.0,0.0,14,693.0
2024-09-28,NBL-1002,301.0,799.0,14,693.0
2024-10-05,NBL-1002,799.0,0.0,14,693.0
2024-10-12,NBL-1002,396.0,799.0,14,693.0
2024-10-19,NBL-1002,799.0,0.0,14,693.0
2024-10-26,NBL-1002,314.0,799.0,14,693.0
2024-11-02,NBL-1002,799.0,0.0,14,693.0
2024-11-09,NBL-1002,433.0,799.0,14,693.0
2024-11-16,NBL-1002,810.0,0.0,14,693.0
2024-11-23,NBL-1002,359.0,799.0,14,693.0
2024-11-30,NBL-1002,799.0,0.0,14,693.0
2024-12-07,NBL-1002,365.0,799.0,14,693.0
2024-12-14,NBL-1002,799.0,0.0,14,693.0
2024-12-21,NBL-1002,437.0,799.0,14,693.0
2024-12-28,NBL-1002,804.0,0.0,14,693.0
2025-01-04,NBL-1002,435.0,799.0,14,693.0
2025-01-11,NBL-1002,845.0,0.0,14,693.0
2025-01-18,NBL-1002,432.0,799.0,14,693.0
2025-01-25,NBL-1002,799.0,0.0,14,693.0
2025-02-01,NBL-1002,403.0,799.0,14,693.0
2025-02-08,NBL-1002,799.0,0.0,14,693.0
2025-02-15,NBL-1002,369.0,799.0,14,693.0
2025-02-22,NBL-1002,799.0,0.0,14,693.0
2025-03-01,NBL-1002,279.0,799.0,14,693.0
2025-03-08,NBL-1002,799.0,0.0,14,693.0
2025-03-15,NBL-1002,330.0,799.0,14,693.0
2025-03-22,NBL-1002,799.0,0.0,14,693.0
2025-03-29,NBL-1002,254.0,799.0,14,693.0
2025-04-05,NBL-1002,799.0,0.0,14,693.0
2025-04-12,NBL-1002,346.0,799.0,14,693.0
2025-04-19,NBL-1002,799.0,0.0,14,693.0
2025-04-26,NBL-1002,295.0,799.0,14,693.0
2025-05-03,NBL-1002,799.0,0.0,14,693.0
2025-05-10,NBL-1002,354.0,799.0,14,693.0
2025-05-17,NBL-1002,799.0,0.0,14,693.0
2025-05-24,NBL-1002,124.0,799.0,14,693.0
2025-05-31,NBL-1002,799.0,0.0,14,693.0
2025-06-07,NBL-1002,196.0,799.0,14,693.0
2025-06-14,NBL-1002,799.0,0.0,14,693.0
2025-06-21,NBL-1002,200.0,799.0,14,693.0
2025-06-28,NBL-1002,799.0,0.0,14,693.0
2025-07-05,NBL-1002,114.0,799.0,14,693.0
2025-07-12,NBL-1002,799.0,0.0,14,693.0
2025-07-19,NBL-1002,226.0,799.0,14,693.0
2025-07-26,NBL-1002,799.0,0.0,14,693.0
2025-08-02,NBL-1002,136.0,799.0,14,693.0
2025-08-09,NBL-1002,799.0,0.0,14,693.0
2025-08-16,NBL-1002,135.0,799.0,14,693.0
2025-08-23,NBL-1002,799.0,0.0,14,693.0
2025-08-30,NBL-1002,206.0,799.0,14,693.0
2025-09-06,NBL-1002,799.0,0.0,14,693.0
2025-09-13,NBL-1002,130.0,799.0,14,693.0
2025-09-20,NBL-1002,799.0,0.0,14,693.0
2025-09-27,NBL-1002,246.0,799.0,14,693.0
2025-10-04,NBL-1002,799.0,0.0,14,693.0
2025-10-11,NBL-1002,129.0,799.0,14,693.0
2025-10-18,NBL-1002,799.0,0.0,14,693.0
2025-10-25,NBL-1002,210.0,799.0,14,693.0
2025-11-01,NBL-1002,799.0,0.0,14,693.0
2025-11-08,NBL-1002,177.0,,14,693.0
2025-11-15,NBL-1002,799.0,0.0,14,693.0
2025-11-22,NBL-1002,209.0,799.0,14,693.0
2025-11-29,NBL-1002,799.0,0.0,14,693.0
2025-12-06,NBL-1002,184.0,799.0,14,693.0
2025-12-13,NBL-1002,799.0,0.0,14,693.0
2025-12-20,NBL-1002,271.0,799.0,14,693.0
2025-12-27,NBL-1002,799.0,0.0,14,693.0
2026-01-03,NBL-1002,284.0,799.0,14,693.0
2026-01-10,NBL-1002,799.0,0.0,14,693.0
2026-01-17,NBL-1002,222.0,799.0,14,693.0
2026-01-24,NBL-1002,799.0,0.0,14,693.0
2026-01-31,NBL-1002,205.0,799.0,14,693.0
2026-02-07,NBL-1002,799.0,0.0,14,693.0
2026-02-14,NBL-1002,234.0,799.0,14,693.0
2026-02-21,NBL-1002,799.0,0.0,14,693.0
2026-02-28,NBL-1002,178.0,799.0,14,693.0
2026-03-07,NBL-1002,799.0,0.0,14,693.0
2026-03-14,NBL-1002,137.0,799.0,14,693.0
2026-03-21,NBL-1002,799.0,0.0,14,693.0
2026-03-28,NBL-1002,183.0,799.0,14,693.0
2026-04-04,NBL-1002,799.0,0.0,14,693.0
2026-04-11,NBL-1002,24.0,799.0,14,693.0
2026-04-18,NBL-1002,799.0,0.0,14,693.0
2026-04-25,NBL-1002,0.0,799.0,14,693.0
2026-05-02,NBL-1002,799.0,0.0,14,693.0
2026-05-09,NBL-1002,115.0,799.0,14,693.0
2026-05-16,NBL-1002,799.0,0.0,14,693.0
2026-05-23,NBL-1002,71.0,799.0,14,693.0
2026-05-30,NBL-1002,799.0,0.0,14,693.0
2026-06-06,NBL-1002,0.0,799.0,14,693.0
2026-06-13,NBL-1002,799.0,0.0,14,693.0
2026-06-20,NBL-1002,0.0,799.0,14,693.0
2026-06-27,NBL-1002,799.0,0.0,14,693.0
2026-07-04,NBL-1002,4.0,799.0,14,693.0
2026-07-11,NBL-1002,799.0,0.0,14,693.0
2024-07-13,NBL-1003,351.0,0.0,14,307.0
2024-07-20,NBL-1003,86.0,354.0,14,307.0
2024-07-27,NBL-1003,354.0,0.0,14,307.0
2024-08-03,NBL-1003,112.0,354.0,14,307.0
2024-08-10,NBL-1003,354.0,0.0,14,307.0
2024-08-17,NBL-1003,209.0,354.0,14,307.0
2024-08-24,NBL-1003,354.0,0.0,14,307.0
2024-08-31,NBL-1003,138.0,354.0,14,307.0
2024-09-07,NBL-1003,354.0,0.0,14,307.0
2024-09-14,NBL-1003,146.0,354.0,14,307.0
2024-09-21,NBL-1003,354.0,0.0,14,307.0
2024-09-28,NBL-1003,140.0,354.0,14,307.0
2024-10-05,NBL-1003,354.0,0.0,14,307.0
2024-10-12,NBL-1003,151.0,354.0,14,307.0
2024-10-19,NBL-1003,354.0,0.0,14,307.0
2024-10-26,NBL-1003,166.0,,14,307.0
2024-11-02,NBL-1003,358.0,0.0,14,307.0
2024-11-09,NBL-1003,215.0,354.0,14,307.0
2024-11-16,NBL-1003,405.0,0.0,14,307.0
2024-11-23,NBL-1003,262.0,354.0,14,307.0
2024-11-30,NBL-1003,462.0,0.0,14,307.0
2024-12-07,NBL-1003,302.0,354.0,14,307.0
2024-12-14,NBL-1003,493.0,0.0,14,307.0
2024-12-21,NBL-1003,341.0,0.0,14,307.0
2024-12-28,NBL-1003,575.0,0.0,14,307.0
2025-01-04,NBL-1003,456.0,0.0,14,307.0
2025-01-11,NBL-1003,308.0,0.0,14,307.0
2025-01-18,NBL-1003,152.0,354.0,14,307.0
2025-01-25,NBL-1003,368.0,0.0,14,307.0
2025-02-01,NBL-1003,206.0,354.0,14,307.0
2025-02-08,NBL-1003,438.0,0.0,14,307.0
2025-02-15,NBL-1003,289.0,354.0,14,307.0
2025-02-22,NBL-1003,488.0,0.0,14,307.0
2025-03-01,NBL-1003,335.0,0.0,14,307.0
2025-03-08,NBL-1003,540.0,0.0,14,307.0
2025-03-15,NBL-1003,375.0,0.0,14,307.0
2025-03-22,NBL-1003,544.0,0.0,14,307.0
2025-03-29,NBL-1003,394.0,0.0,14,307.0
2025-04-05,NBL-1003,521.0,0.0,14,307.0
2025-04-12,NBL-1003,329.0,0.0,14,307.0
2025-04-19,NBL-1003,509.0,0.0,14,307.0
2025-04-26,NBL-1003,368.0,0.0,14,307.0
2025-05-03,NBL-1003,499.0,0.0,14,307.0
2025-05-10,NBL-1003,314.0,0.0,14,307.0
2025-05-17,NBL-1003,421.0,0.0,14,307.0
2025-05-24,NBL-1003,218.0,354.0,14,307.0
2025-05-31,NBL-1003,364.0,0.0,14,307.0
2025-06-07,NBL-1003,133.0,354.0,14,307.0
2025-06-14,NBL-1003,354.0,0.0,14,307.0
2025-06-21,NBL-1003,68.0,354.0,14,307.0
2025-06-28,NBL-1003,354.0,0.0,14,307.0
2025-07-05,NBL-1003,115.0,354.0,14,307.0
2025-07-12,NBL-1003,354.0,0.0,14,307.0
2025-07-19,NBL-1003,128.0,354.0,14,307.0
2025-07-26,NBL-1003,354.0,0.0,14,307.0
2025-08-02,NBL-1003,93.0,354.0,14,307.0
2025-08-09,NBL-1003,354.0,0.0,14,307.0
2025-08-16,NBL-1003,113.0,354.0,14,307.0
2025-08-23,NBL-1003,354.0,0.0,14,307.0
2025-08-30,NBL-1003,135.0,354.0,14,307.0
2025-09-06,NBL-1003,354.0,0.0,14,307.0
2025-09-13,NBL-1003,79.0,354.0,14,307.0
2025-09-20,NBL-1003,354.0,0.0,14,307.0
2025-09-27,NBL-1003,133.0,354.0,14,307.0
2025-10-04,NBL-1003,354.0,0.0,14,307.0
2025-10-11,NBL-1003,168.0,354.0,14,307.0
2025-10-18,NBL-1003,354.0,0.0,14,307.0
2025-10-25,NBL-1003,175.0,354.0,14,307.0
2025-11-01,NBL-1003,354.0,0.0,14,307.0
2025-11-08,NBL-1003,150.0,354.0,14,307.0
2025-11-15,NBL-1003,354.0,0.0,14,307.0
2025-11-22,NBL-1003,159.0,354.0,14,307.0
2025-11-29,NBL-1003,354.0,0.0,14,307.0
2025-12-06,NBL-1003,177.0,354.0,14,307.0
2025-12-13,NBL-1003,354.0,0.0,14,307.0
2025-12-20,NBL-1003,184.0,354.0,14,307.0
2025-12-27,NBL-1003,376.0,0.0,14,307.0
2026-01-03,NBL-1003,220.0,354.0,14,307.0
2026-01-10,NBL-1003,415.0,0.0,14,307.0
2026-01-17,NBL-1003,255.0,354.0,14,307.0
2026-01-24,NBL-1003,419.0,0.0,14,307.0
2026-01-31,NBL-1003,224.0,354.0,14,307.0
2026-02-07,NBL-1003,423.0,0.0,14,307.0
2026-02-14,NBL-1003,274.0,354.0,14,307.0
2026-02-21,NBL-1003,447.0,0.0,14,307.0
2026-02-28,NBL-1003,311.0,0.0,14,307.0
2026-03-07,NBL-1003,506.0,0.0,14,307.0
2026-03-14,NBL-1003,339.0,0.0,14,307.0
2026-03-21,NBL-1003,537.0,0.0,14,307.0
2026-03-28,NBL-1003,329.0,0.0,14,307.0
2026-04-04,NBL-1003,461.0,0.0,14,307.0
2026-04-11,NBL-1003,263.0,354.0,14,307.0
2026-04-18,NBL-1003,415.0,0.0,14,307.0
2026-04-25,NBL-1003,161.0,354.0,14,307.0
2026-05-02,NBL-1003,354.0,0.0,14,307.0
2026-05-09,NBL-1003,159.0,354.0,14,307.0
2026-05-16,NBL-1003,354.0,0.0,14,307.0
2026-05-23,NBL-1003,83.0,354.0,14,307.0
2026-05-30,NBL-1003,354.0,0.0,14,307.0
2026-06-06,NBL-1003,108.0,354.0,14,307.0
2026-06-13,NBL-1003,354.0,0.0,14,307.0
2026-06-20,NBL-1003,58.0,354.0,14,307.0
2026-06-27,NBL-1003,354.0,0.0,14,307.0
2026-07-04,NBL-1003,78.0,354.0,14,307.0
2026-07-11,NBL-1003,354.0,0.0,14,307.0
2024-07-13,NBL-1004,488.0,0.0,7,350.0
2024-07-20,NBL-1004,404.0,0.0,7,350.0
2024-07-27,NBL-1004,404.0,0.0,7,350.0
2024-08-03,NBL-1004,404.0,0.0,7,350.0
2024-08-10,NBL-1004,404.0,0.0,7,350.0
2024-08-17,NBL-1004,404.0,0.0,7,350.0
2024-08-24,NBL-1004,404.0,0.0,7,350.0
2024-08-31,NBL-1004,404.0,0.0,7,350.0
2024-09-07,NBL-1004,404.0,0.0,7,350.0
2024-09-14,NBL-1004,404.0,0.0,7,350.0
2024-09-21,NBL-1004,404.0,0.0,7,350.0
2024-09-28,NBL-1004,404.0,0.0,7,350.0
2024-10-05,NBL-1004,404.0,0.0,7,350.0
2024-10-12,NBL-1004,414.0,0.0,7,350.0
2024-10-19,NBL-1004,461.0,0.0,7,350.0
2024-10-26,NBL-1004,451.0,0.0,7,350.0
2024-11-02,NBL-1004,483.0,0.0,7,350.0
2024-11-09,NBL-1004,550.0,0.0,7,350.0
2024-11-16,NBL-1004,589.0,0.0,7,350.0
2024-11-23,NBL-1004,732.0,0.0,7,350.0
2024-11-30,NBL-1004,432.0,0.0,7,350.0
2024-12-07,NBL-1004,523.0,0.0,7,350.0
2024-12-14,NBL-1004,642.0,0.0,7,350.0
2024-12-21,NBL-1004,733.0,0.0,7,350.0
2024-12-28,NBL-1004,479.0,0.0,7,350.0
2025-01-04,NBL-1004,609.0,0.0,7,350.0
2025-01-11,NBL-1004,373.0,0.0,7,350.0
2025-01-18,NBL-1004,505.0,0.0,7,350.0
2025-01-25,NBL-1004,602.0,0.0,7,350.0
2025-02-01,NBL-1004,737.0,0.0,7,350.0
2025-02-08,NBL-1004,429.0,0.0,7,350.0
2025-02-15,NBL-1004,509.0,0.0,7,350.0
2025-02-22,NBL-1004,621.0,0.0,7,350.0
2025-03-01,NBL-1004,350.0,0.0,7,350.0
2025-03-08,NBL-1004,425.0,0.0,7,350.0
2025-03-15,NBL-1004,425.0,0.0,7,350.0
2025-03-22,NBL-1004,404.0,,7,350.0
2025-03-29,NBL-1004,451.0,0.0,7,350.0
2025-04-05,NBL-1004,450.0,0.0,7,350.0
2025-04-12,NBL-1004,404.0,0.0,7,350.0
2025-04-19,NBL-1004,447.0,0.0,7,350.0
2025-04-26,NBL-1004,404.0,0.0,7,350.0
2025-05-03,NBL-1004,404.0,0.0,7,350.0
2025-05-10,NBL-1004,404.0,0.0,7,350.0
2025-05-17,NBL-1004,404.0,0.0,7,350.0
2025-05-24,NBL-1004,404.0,0.0,7,350.0
2025-05-31,NBL-1004,404.0,0.0,7,350.0
2025-06-07,NBL-1004,404.0,0.0,7,350.0
2025-06-14,NBL-1004,404.0,0.0,7,350.0
2025-06-21,NBL-1004,412.0,0.0,7,350.0
2025-06-28,NBL-1004,404.0,0.0,7,350.0
2025-07-05,NBL-1004,404.0,0.0,7,350.0
2025-07-12,NBL-1004,404.0,0.0,7,350.0
2025-07-19,NBL-1004,404.0,0.0,7,350.0
2025-07-26,NBL-1004,404.0,0.0,7,350.0
2025-08-02,NBL-1004,404.0,0.0,7,350.0
2025-08-09,NBL-1004,404.0,0.0,7,350.0
2025-08-16,NBL-1004,404.0,0.0,7,350.0
2025-08-23,NBL-1004,404.0,0.0,7,350.0
2025-08-30,NBL-1004,404.0,0.0,7,350.0
2025-09-06,NBL-1004,427.0,0.0,7,350.0
2025-09-13,NBL-1004,404.0,0.0,7,350.0
2025-09-20,NBL-1004,438.0,0.0,7,350.0
2025-09-27,NBL-1004,448.0,0.0,7,350.0
2025-10-04,NBL-1004,468.0,0.0,7,350.0
2025-10-11,NBL-1004,530.0,,7,350.0
2025-10-18,NBL-1004,635.0,0.0,7,350.0
2025-10-25,NBL-1004,680.0,0.0,7,350.0
2025-11-01,NBL-1004,730.0,0.0,7,350.0
2025-11-08,NBL-1004,426.0,0.0,7,350.0
2025-11-15,NBL-1004,533.0,0.0,7,350.0
2025-11-22,NBL-1004,594.0,0.0,7,350.0
2025-11-29,NBL-1004,644.0,0.0,7,350.0
2025-12-06,NBL-1004,737.0,0.0,7,350.0
2025-12-13,NBL-1004,427.0,0.0,7,350.0
2025-12-20,NBL-1004,553.0,0.0,7,350.0
2025-12-27,NBL-1004,727.0,0.0,7,350.0
